user screen name,att,RT?
cpcast10,[],tweet
Lizbeth01713990,['julioastillero'],retweet
jgskerbz,['charliekirk11'],retweet
jstbreathin,['RagingGayCons'],retweet
EjeCentral,[],tweet
narkisM,['elcitizen'],retweet
2VERDADX,['raf11tha05'],retweet
Kensley_Stewart,['SenTedCruz'],retweet
jwliamedeiros,[],tweet
Bubbaluvspng,['charliekirk11'],retweet
luisarangulo,['elcitizen'],retweet
bhrg52,['CARLOSFMEJIA'],tweet
Sam201810,['amvetsupport'],tweet
foxnewsjunkie2,['charliekirk11'],retweet
janellejohnsonn,['1funnymike'],retweet
green5859,['tedcruz'],tweet
156582434amn,['thehill'],tweet
mc_privilege,['charliekirk11'],retweet
leeh1530,['jaketapper'],tweet
mlkhatermimi,['_pachecoJA'],retweet
xavierG50850634,['VTVcanal8'],retweet
Ejboudreaux3,['ScottPresler'],tweet
aliatra1968,['charliekirk11'],retweet
Pattomauh,['ReporteNivelUno'],retweet
ColinWatts14,['grantstern'],tweet
rb87700,['SenTedCruz'],retweet
brendanhh28,['NYTMetro'],retweet
Danyh80,['suzanneewright'],tweet
jljacobson,['adamcbest'],retweet
JeffMccluskey,['CNNPolitics'],tweet
LeslieSawyer17,['SenTedCruz'],retweet
JoannVarnado1,['RagingGayCons'],retweet
pocaterra1,['elcitizen'],retweet
duringo_,"['jordanfish', 'Free_Ross']",retweet
orlando1986,"['AntiTelevisaMx', 'FelipeCalderon']",retweet
Hipotragus,['Alzer_One'],retweet
Tess256,['RealJamesWoods'],retweet
WalkMoreOften,[],tweet
Chapo_Serio,['amvndagrvce'],retweet
RamiroCoitino,[],tweet
juanorrego1996,[],tweet
yhjones,"['TheDemCoalition', 'DonaldJTrumpJr']",tweet
deesie6100,['charliekirk11'],retweet
chatcher2,['Bornabrit1'],retweet
TEXASFLYTYER,"['M4G4G1RL', 'tedcruz']",tweet
CB618444,"['phil4gop', 'tedcruz', 'senatemajldr']",retweet
mv_writes,[],tweet
bethlevin,['grantstern'],tweet
swimbikerunmoms,"['Jali_Cat', 'BetoORourke']",retweet
JMatric1,['RepTimBurchett'],retweet
DeplorableHart,['tedcruz'],tweet
SenseiHuncho,[],tweet
Vivangel999,['LadyRedWave'],retweet
ddurbin1963,['johncardillo'],tweet
bhrg52,['charoguerra'],retweet
avsalatino,['hanalfabeto'],retweet
NajiraMcMichae1,['adamcbest'],retweet
provbay4me,"['MarkPet57504361', 'charliekirk11']",tweet
Davidlaz,[],tweet
SmileNet3,['funder'],tweet
BullManagement,['tedcruz'],tweet
Hibbletsnbits,"['donwinslow', 'VanityFair']",retweet
pinkk9lover,"['LNW4Trump', 'SenTedCruz', 'senatemajldr', 'SenateGOP']",retweet
schmermund_k,['latimes'],retweet
AdamlCitizen,['barmore27'],retweet
drgnwolf2,['maga_sky_'],retweet
sushiscum,['_pachecoJA'],retweet
CindyBo83683099,['DGPurser'],retweet
grubct,['rudriek'],retweet
Piayuu,['ElyangelicaNews'],retweet
AZMEXICO,"['Jali_Cat', 'BetoORourke', 'RepBetoORourke']",retweet
TonyWHmag,['funnyordie'],tweet
Josegmartin1978,['AnonymissNegra'],retweet
Raultavera,['snoticiahoy'],retweet
ac_venez,['maibortpetit'],retweet
Nefinhom,['noticierovv'],retweet
BrandiJ42,['charliekirk11'],retweet
Schoentjes010,"['jordanfish', 'Free_Ross']",retweet
victorgaw2,['TelediarioEC'],tweet
velociraptor_je,['adamcbest'],retweet
JLowemortgages,['realDonaldTrFan'],retweet
Guiller54491037,['mtruzmanp'],retweet
ssmunsell,['latimes'],retweet
fredyherdez_,['DeMemoria'],retweet
Nostalgic_Jay,['Outkkkast'],retweet
wpinwi,['CARLOSFMEJIA'],tweet
luxhomes4U,['thehill'],retweet
oavazquez,['Winston_Dunhill'],retweet
RamiroCoitino,['SinEmbargoMX'],retweet
JacobMurillo6,['_pachecoJA'],retweet
LUISAM66046504,['LUISAM66046504'],retweet
lwgarr,['charliekirk11'],retweet
GUILLEMEMORIA,['CNNEE'],retweet
CB618444,"['LNW4Trump', 'SenTedCruz', 'senatemajldr', 'SenateGOP']",retweet
Tales0F,[],tweet
jsnmiller314,"['jordanfish', 'Free_Ross']",retweet
gladysguevaraya,['elcitizen'],retweet
leftbrainy,"['RepMarkGreen', 'SenTedCruz']",tweet
TilaTeddySophie,['tedcruz'],tweet
WPPnZ47OabnF0KO,['charliekirk11'],retweet
Fanny__Priego,['DraHarleen'],retweet
CynthiaVZTurner,['tedcruz'],tweet
_lifesizebarb_,[],tweet
pmxico,[],tweet
balancedlogic,['Bornabrit1'],retweet
HayletMorocho,['elcitizen'],retweet
SSchirott,['johncardillo'],tweet
_billyfetter,['HOMEBOY187_'],retweet
abeauchemin87,['funder'],tweet
priaribi,[],tweet
KeishaRansome22,"['funder', 'TedCruz']",retweet
TracyOs68725067,"['DailyCaller', 'SenTedCruz']",tweet
WeworkforGod,"['LNW4Trump', 'SenTedCruz', 'senatemajldr', 'SenateGOP']",retweet
garciaisaiah23,['PaisaTweets_'],retweet
BrandiJ42,['RagingGayCons'],retweet
Redbarn65,['tedcruz'],tweet
djpaintles,['charliekirk11'],retweet
cococat1940,['charliekirk11'],retweet
HydeBlizzardbox,['PalmerReport'],retweet
ac_venez,['maibortpetit'],retweet
DuranZambo,['PaisaTweets_'],retweet
Michelle19_24,['charliekirk11'],retweet
itslilterry,['adamcbest'],retweet
lobs,[],tweet
DEMUNBELL00,['CBSNews'],retweet
DebraSSchneider,"['TheDemCoalition', 'DonaldJTrumpJr', 'Funder']",retweet
marqusmartinez,['PaisaTweets_'],retweet
MiszJonz,['thehill'],tweet
Rique_210,['PaisaTweets_'],retweet
KNP2BP,"['Jali_Cat', 'BetoORourke']",retweet
WalkMoreOften,['SenTedCruz'],retweet
claudiadivitac,['PeroniaRepublic'],retweet
zerah,['DGPurser'],retweet
galnolabebu,['charliekirk11'],retweet
itsteeeeeebitch,['Bubba_Quality'],retweet
KarenJe16905249,['RagingGayCons'],retweet
rmachucareeve,['Vicdeabreu'],retweet
odminton,['LadyRedWave'],retweet
jesus_ruiz25,['HOMEBOY187_'],retweet
Roberrtscotty,['HOMEBOY187_'],retweet
Tu2Lu,['CevallosLaw'],retweet
jhoan_aragon,['elcitizen'],retweet
BINOIAMCDN,"['TheDemCoalition', 'DonaldJTrumpJr', 'Funder']",retweet
azabalet,['DolarToday'],tweet
LeftistG,['adamcbest'],retweet
UamVarela,['rgomezjunco'],retweet
nanny_06_,['RagingGayCons'],retweet
CountryLiberal,['adamcbest'],retweet
Starbuck603,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
BrooklynPoet94,['MattHennessey'],tweet
cheryloricchio,['barmore27'],retweet
drcouch14765,['RagingGayCons'],retweet
BettyLPettus,['tedcruz'],tweet
mail_maggie,['charliekirk11'],retweet
jblcu,['charliekirk11'],retweet
AGarcia868,"['Miriam_Junne', 'FelipeC']",retweet
MaribelCastill_,['PublimetroMX'],retweet
orangelbrito,['elcitizen'],retweet
eainsaunt,['realDonaldTrump'],tweet
JonahVCG,['elcitizen'],retweet
OnMyWood2,['Hold_Weight_'],retweet
McChesneyA1,['ScottPresler'],tweet
Ohio_Buckeye_US,"['Jali_Cat', 'BetoORourke']",retweet
eledesmaa,['RompevientoTV'],retweet
maulden_jerry,['charliekirk11'],retweet
BeverlyMcCord2,['grgbkr37'],retweet
Michelle19_24,['tedcruz'],tweet
dan_yanke,['adamcbest'],retweet
Liberals_R_Lame,"['Jali_Cat', 'BetoORourke', 'RepBetoORourke']",retweet
montanakat2,['charliekirk11'],retweet
LauraPouso3,"['Verocab', 'GurisesMPP']",retweet
CastellEd,['CastellEd'],retweet
AleeRaven,['charliekirk11'],retweet
Ms_Bizzy57,['CB618444'],retweet
ROROyourboats,['MattHennessey'],tweet
TimCrise,['charliekirk11'],retweet
Luiedelcaro,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
TXMomForValues,['charliekirk11'],retweet
ih42k3,['DGPurser'],retweet
Q_Memer_2,['IncarnatedET'],retweet
CecereJoanne,"['funder', 'TedCruz']",retweet
LoriCerisano,['charliekirk11'],retweet
MemphisGators58,['johncardillo'],tweet
_TALENU_,[],tweet
Hokiehusker,['charliekirk11'],retweet
dakp2017,['elcitizen'],retweet
carenkatz,['Italianmike'],retweet
King_custer15,['1funnymike'],retweet
maggie79222399,"['SenTedCruz', 'dail']",retweet
soapfanfiction,['thehill'],retweet
whrivas,['elcitizen'],retweet
_iamMuhammad,[],tweet
jrstarky,['charliekirk11'],tweet
kh6jrm,[],tweet
contrapuntovzla,[],tweet
IowaWizards,['maga_sky_'],retweet
DianaJManwaring,"['funder', 'TedCruz']",retweet
ladyvelvet121,"['funder', 'TedCruz']",retweet
hunteradkins_34,[],tweet
vargas0516,['realDonaldTrFan'],retweet
chechipatron,['charoguerra'],retweet
ohaleena,['OfficialJoelF'],retweet
Hiveaclue,['SenTedCruz'],retweet
draconbreath,"['M4G4G1RL', 'tedcruz']",tweet
Lea07634230,['funder'],tweet
KKHannegan,['DPRK_News'],tweet
patrickestarian,"['stupedasso13', 'CBSNews']",tweet
wheresthewhit,['NPR'],retweet
Abinady,['NachoRgz'],retweet
GuyLavender1,['charliekirk11'],retweet
1975broncosfan,['LadyRedWave'],retweet
Gherbo_god,['thehill'],retweet
TOMMIE0000,"['LNW4Trump', 'SenTedCruz', 'senatemajldr', 'SenateGOP']",retweet
petluvers4Trump,"['LNW4Trump', 'SenTedCruz', 'senatemajldr', 'SenateGOP']",retweet
Yaritzuuh,['Lyndie719'],retweet
Patricia_Cantu,[],tweet
Mariannyleal8,['elcitizen'],retweet
donalisa69,['charliekirk11'],retweet
david1952_david,['RedNationRising'],tweet
MrExciitement,['urbanarson'],retweet
crocitriber,['Winston_Dunhill'],retweet
sahlmanm,"['TheDemCoalition', 'DonaldJTrumpJr']",tweet
Chapo_Serio,['dalysluna'],retweet
Mila_01ga,['monerorape'],retweet
PaoVzqz,[],tweet
ConchitaSalud,"['Reforma', 'osoriochong']",retweet
rick_bon,"['NoxArcana4', 'PGR_AIC', 'lopezobrador_']",retweet
Rosesrkim123,[],tweet
MichelleGoulde1,['DGPurser'],retweet
MikeDiaz285,['LadyRedWave'],retweet
TheRightStuff16,['maga_sky_'],retweet
buck4you,['charliekirk11'],retweet
Free04Celeste,['elcitizen'],retweet
JaquelinePea19,['ElyangelicaNews'],retweet
willcrum1,['AndrewYangVFA'],tweet
DanFrommeltdan,['charliekirk11'],retweet
sahlmanm,['funder'],tweet
RobertA87413263,"['LawsEris', 'tedcruz']",tweet
943TheTalker,['SenTedCruz'],tweet
Jorgefu51897303,"['Miriam_Junne', 'FelipeC']",retweet
liliana_roso,['mtruzmanp'],retweet
MichaelMancare1,['SenTedCruz'],retweet
DhorubaKhali,['Bornabrit1'],retweet
Serack666,['OxlackCastro'],tweet
Grandam101,['tedcruz'],tweet
ac_venez,['maibortpetit'],retweet
DipFreshiest,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
grimora1,['PeroniaRepublic'],retweet
Michael0Deboef,[],tweet
Taryn_016,['Erika32516061'],retweet
FlyTrusty,['cryptoNamek'],tweet
cyndyb7,"['TheDemCoalition', 'DonaldJTrumpJr', 'Funder']",retweet
Fun13401997,['SenTedCruz'],retweet
Dnewl62,"['Jali_Cat', 'BetoORourke', 'RepBetoORourke']",retweet
NewtTekell,['tedcruz'],tweet
CFDMathias,"['LuciLucia55', 'suarez_emil']",retweet
jtsr65,['johncardillo'],tweet
corwinatorx,"['TheDemCoalition', 'DonaldJTrumpJr', 'Funder']",retweet
DebraARobinson1,['SenTedCruz'],retweet
aixavalles,['elcitizen'],retweet
RaySaibot,['rgomezjunco'],retweet
coati82,['nytimeses'],retweet
JaneDoeCountry,['KiayannaLove'],retweet
tltat,['johncardillo'],tweet
Normalguy0986,['charliekirk11'],retweet
GiovanniAddivi1,['elcitizen'],retweet
ayoquess,[],tweet
DianeMo24012416,['retailxp'],retweet
hulahick,['johncardillo'],tweet
G_GarciaHdez,"['pgtecnol', 'EPN', 'FelipeCalderon']",retweet
radiomitre,[],tweet
CarlosGreen_,['ElyangelicaNews'],retweet
ClaudioCova1,['AltStardust'],retweet
underwearonly,['RagingGayCons'],retweet
TelemundoAZ,"['RealSheriffJoe', 'DSantiagoTAZ']",tweet
baileymcphers11,['realDonaldTrFan'],retweet
Diario_Cambio,[],tweet
ENTORNOi,[],tweet
Triggerman4u,['SenTedCruz'],retweet
Sergio50614252,['rgomezjunco'],retweet
1leocrf,[],tweet
monogarita,['hanalfabeto'],retweet
PorfirioQuinta5,"['AntiTelevisaMx', 'FelipeCalderon']",retweet
yannie_lov3,['HOMEBOY187_'],retweet
GabinoJiv,['NachoRgz'],retweet
noticierovv,[],tweet
sopitas,[],tweet
diariosur_oem,[],tweet
ReporteNivelUno,[],tweet
reportetamps,[],tweet
LaraAutos,['Mboe55'],retweet
AlleyDiann,['Italianmike'],retweet
RobertA87413263,[],tweet
sahlmanm,['grantstern'],tweet
anitasayago,"['dcabellor', 'ConElMazoDando']",tweet
realbillbrowne,['tedcruz'],tweet
lumbago311,['rgomezjunco'],retweet
ElizabethMulhe3,['AP'],retweet
EP_Mundo,[],tweet
EvansYp,"['jordanfish', 'Free_Ross']",retweet
itsweezie,"['funder', 'TedCruz']",retweet
RealRichardBail,[],tweet
CHauert,['RedNationRising'],tweet
1stayinformed,['SenTedCruz'],retweet
HICLLA,[],tweet
radicalbardo,[],tweet
myckillo,['charoguerra'],retweet
TUCAMfracasado,['monerorape'],retweet
alfredalva101,"['lopezdoriga', 'lopezobrador_', 'Radio_Formula']",tweet
brendalofez,['ReporteNivelUno'],retweet
Auntiemels,['adamcbest'],retweet
oswatee,['nytimeses'],retweet
BereniceCordov1,['CPJannyBarrera'],retweet
datimekeepa,['_brandoc'],retweet
Guidocatino,['SOSVzla_1'],retweet
gbky1,['LadyRedWave'],retweet
itslilterry,['1funnymike'],retweet
SEspiasse,['PeroniaRepublic'],retweet
ElizabethMulhe3,['AP'],retweet
lbpyyz,['grantstern'],tweet
cindyrburk,['thehill'],retweet
943TheTalker,['charliekirk11'],retweet
noraicarrasquel,['elcitizen'],retweet
bossbabykrmn,['BraeBraeka'],retweet
Da_Cokeboy,['PaisaTweets_'],retweet
bronxbomberz00,['charliekirk11'],retweet
CHauert,['RealJamesWoods'],retweet
freegalt,['RedNationRising'],tweet
snoticiahoy,[],tweet
SantanaHuh,['HOMEBOY187_'],retweet
Grendal72,"['theRealLeoFerg', 'realDonaldTrump']",tweet
reportetamps,[],tweet
starshiplimo,"['Russianvids4', 'BallDropped']",retweet
LisaMMillercom1,"['DailyCaller', 'SenTedCruz']",tweet
charlyscott237,['AFPusa'],retweet
1112juanperez,['oliviazeron'],retweet
CarlosAyard,['monerorape'],retweet
CarriePaul,['charliekirk11'],retweet
BenedictoLozano,['elcitizen'],retweet
JohnFPower2,['charliekirk11'],retweet
KKoollion,['charliekirk11'],retweet
enlatadoudla,['julioastillero'],retweet
eroniica,['tedcruz'],tweet
saraloya1950,['charliekirk11'],retweet
adripro59,['PeroniaRepublic'],retweet
gordon_dgordon,"['TheDemCoalition', 'DonaldJTrumpJr', 'Funder']",retweet
TLove_077,['aaronLebeahm'],retweet
ptmarigan,['DGPurser'],retweet
nandoo_8,['HOMEBOY187_'],retweet
onelir,['infobae'],retweet
Ludi2shoes,"['SenTedCruz', 'dail']",retweet
Peacekeeper876,['funder'],tweet
ShellyCov,"['M4G4G1RL', 'tedcruz']",tweet
BrenwoodParrish,['tedcruz'],tweet
DEATHBALL13,['LadyRedWave'],retweet
josedejesusval6,"['Miriam_Junne', 'FelipeC']",retweet
e_buffington,['SenTedCruz'],retweet
Kamoruco33,['elcitizen'],retweet
roripierpont1,['jaketapper'],tweet
rob35749129,['The_Trump_Train'],retweet
PeachyReece,['tedcruz'],tweet
LUISAM66046504,[],tweet
Shar_n_Shar,"['lilibellmia', 'realDonaldTrump']",retweet
wellsh40,"['LNW4Trump', 'SenTedCruz', 'senatemajldr', 'SenateGOP']",retweet
JJesusEsquivel,[],tweet
dlentz16,['charliekirk11'],retweet
SqueekTheMayor,['realDonaldTrFan'],retweet
alpina2801,['hanalfabeto'],retweet
tiziribon,['emerald_gadel'],retweet
McChesneyA1,['SenTedCruz'],retweet
tends_to_chaos,['SenTedCruz'],retweet
marianaveracier,['ralanizok'],retweet
DrChaeEd,['_brandoc'],retweet
nexospotso,['PeroniaRepublic'],retweet
DavidjStrand1,['ScottPresler'],tweet
blanca_mar2004,['lopezdoriga'],tweet
kaysey6594,['SenTedCruz'],retweet
9150coupe,['charliekirk11'],retweet
IntelGirl111,[],tweet
alyjoy2198,['Martin_cudi'],retweet
blubber9111,['TheJusticeDept'],retweet
DoriMuetz,['procell_susan'],tweet
Michelle19_24,['SenTedCruz'],retweet
Chapo_Serio,['TakeCarePT2'],retweet
Saminsunderland,['SonniGilley'],tweet
YellaBello,['thehill'],retweet
Paulhardingjr,['RagingGayCons'],retweet
NickHarperFSN,"['trtworld', 'featurestory']",tweet
AziDDS97,['tedcruz'],retweet
anayaiturriaga,['rgomezjunco'],retweet
alecal051,['PeroniaRepublic'],retweet
tinabrito1,['Mboe55'],retweet
oscared3108,['AFPespanol'],retweet
PodcastForBooze,"['MsAvaArmstrong', 'realDonaldTrump']",tweet
WTawesPMP,['maga_sky_'],retweet
fraire237,['Erika32516061'],retweet
theroyalaniz,['JayyGamez'],retweet
BillThatcher11,"['funder', 'TedCruz']",retweet
Alokandro21,['monerorape'],tweet
IEDhunter26,['tedcruz'],tweet
NancyKr42065306,['barmore27'],retweet
oskarkardon,"['Miriam_Junne', 'FelipeC']",retweet
jaxD39,['jaketapper'],tweet
ESPHernandez,['elcitizen'],retweet
ndreaSandoval,['elpais_america'],retweet
PatGregg2,"['funder', 'TedCruz']",retweet
brendanpalmacci,['SenTedCruz'],retweet
ttocsnsac,['charliekirk11'],retweet
BrandiLynn4Ever,['adamcbest'],retweet
happn_babe,"['TheDemCoalition', 'DonaldJTrumpJr', 'Funder']",retweet
xtwoxghostsx,['DeMemoria'],retweet
cindy_csomer37,['RepTimBurchett'],retweet
chebeto79,['nytimeses'],retweet
blandf3299,"['chuckwoolery', 'mrwalsh__']",retweet
HoroscopeOfUSA,[],tweet
RichFiege,[],tweet
twiljr,['charliekirk11'],retweet
ezy06001,['thehill'],retweet
ruiz_octavio14,['melmaroo'],retweet
garca_rangel,['monerorape'],retweet
Dave13593715,['ScottPresler'],tweet
askaboutLaii,['1funnymike'],retweet
rvrctygrrl,['LadyRedWave'],retweet
stanspak,"['funder', 'TedCruz']",retweet
FlyTrusty,['enkitunes'],tweet
jandro_parra,['thehill'],retweet
cruzulay,"['Globoterror', 'jguaido']",retweet
bethanayy14,['HOMEBOY187_'],retweet
pnp5515,['jaketapper'],tweet
islandnae,['thehill'],retweet
eliangelvanegas,['elcitizen'],retweet
JosPadilla1,['NachoRgz'],retweet
onitnerual,['rgomezjunco'],retweet
brendr23,['HOMEBOY187_'],retweet
ThkYouIsTimeles,['barmore27'],retweet
Jvaaj5,['johncardillo'],tweet
Hawkmoo92418290,"['DailyCaller', 'SenTedCruz']",tweet
Lethalcurls_,['MattHennessey'],tweet
WeStandWithEvan,['SAdemocrat'],retweet
GuMiralha,[],tweet
cuchy68,[],tweet
FF58406291,['tedcruz'],tweet
Myopinione,['grantstern'],tweet
AnonBruja,"['funder', 'TedCruz']",retweet
gstuder78,['PeroniaRepublic'],retweet
Gravey6,['AOCpress'],retweet
ptmarigan,"['lilibellmia', 'realDonaldTrump']",retweet
calvinj27560,['RepStevenSmith'],retweet
jolane2,['KarenMonsour12'],tweet
TeresaMac2009,['funder'],tweet
Memphisbelle51,['charliekirk11'],retweet
GAlmasyii,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
JeffreyRowell5,['DGPurser'],retweet
StevenRCorey1,['barmore27'],retweet
NativeAmTT,['CB618444'],retweet
IRaM0NN,['SenTedCruz'],retweet
Luisrg01L,['Mboe55'],retweet
c_Agarn,['TimRunsHisMouth'],tweet
oliviazeron,[],tweet
DanyeaEAuuu,['Milenio'],tweet
jcbb93,['venezolanoenpie'],retweet
EESummers2,"['IngrahamAngle', 'realDonaldTrump']",tweet
DanaRuxi123,['RagingGayCons'],retweet
GypCalli,['1funnymike'],retweet
zacsitio,['ReporteNivelUno'],retweet
NewsweekEspanol,[],tweet
xoxoerin__,['PaisaTweets_'],retweet
fit4aqueen3,"['LNW4Trump', 'SenTedCruz', 'senatemajldr', 'SenateGOP']",retweet
HeidiTacoma,['nicole_hong'],tweet
EricMoo91919605,['AOCpress'],retweet
Solarrays247,"['TheDemCoalition', 'DonaldJTrumpJr']",tweet
InnSheep,['CB618444'],retweet
RamZamSan,['CarlosVerareal'],retweet
JohnAng35537560,"['funder', 'TedCruz']",retweet
KushKeem_DaGod,['1funnymike'],retweet
akawhit2,['charliekirk11'],retweet
SelmaStuff1,['charliekirk11'],retweet
screenstarr,['RagingGayCons'],retweet
kvth__,['DamonC45'],retweet
kvngivonne,['DiseloYahir'],retweet
KatieMaeMcG9,['barmore27'],retweet
mcsassysonia,['funder'],tweet
PeoplesOracle,[],tweet
ive1323,['MONIRIOS2'],tweet
EswaldoR,[],tweet
faabbiioollaa01,['galindo_0'],retweet
guspincheira,['hanalfabeto'],retweet
ZZsheyn,"['LNW4Trump', 'SenTedCruz', 'senatemajldr', 'SenateGOP']",retweet
MFotster,['charliekirk11'],retweet
Mares38970500,['nytimes'],retweet
hulahick,['charliekirk11'],retweet
C4rlo2Gonz4l3z,['AntiTelevisaMx'],retweet
Yailiin_125,[],tweet
FalseFlagJoe1,"['phil4gop', 'tedcruz', 'senatemajldr']",retweet
osmary_q,['VTVcanal8'],retweet
cl_silvia,['hanalfabeto'],retweet
cuyo_hernan,['Francotirador82'],retweet
michelbiquard,['ralanizok'],retweet
sharonhoward700,['grantstern'],tweet
MagmaeM,['charliekirk11'],retweet
cogequedito,['El_tartamuda'],retweet
Everylastdime,['charliekirk11'],retweet
RNRKansas,[],tweet
jabaji60,[],tweet
Csysel,['AP'],retweet
prissy_0315,[],tweet
amisij,['AFP'],retweet
LynGirlCL,['charliekirk11'],retweet
Aimimia,"['TheDemCoalition', 'DonaldJTrumpJr']",tweet
Solarrays247,['funder'],tweet
Gaby16979381,['elcitizen'],retweet
luzmasaenz0559,"['Miriam_Junne', 'FelipeC']",retweet
Kristine107,['SenTedCruz'],tweet
DelauderJandy,['charliekirk11'],retweet
schouse2331,['roywoodjr'],tweet
dktietze,['barmore27'],retweet
Hcreekmore2,"['funder', 'TedCruz']",retweet
buzzman888,"['Jali_Cat', 'BetoORourke']",retweet
PenalopeH,['RedNationRising'],tweet
PrivateIDeation,[],tweet
Momosetw,['johncardillo'],tweet
amisij,['AFP'],retweet
newbrand17,['elcitizen'],retweet
Pcaissot,['TimRunsHisMouth'],tweet
FranklinsRule,['John_Scotus'],retweet
1SolidDooda,[],tweet
LRXSevillRonda,['Spotymeme'],retweet
socaloverrated2,['RedNationRising'],tweet
GloriaProphet,"['lilibellmia', 'realDonaldTrump']",retweet
enlagrillacom,[],tweet
ayyarii9,['PaisaTweets_'],retweet
apure21steph,['elcitizen'],retweet
chowdallas,['LisaSmith4680'],retweet
NotSilentMarie,"['TheDemCoalition', 'DonaldJTrumpJr', 'Funder']",retweet
gspatton007,['barmore27'],retweet
CW06231273,['charliekirk11'],retweet
stanspak,['funder'],tweet
intellwatch,['SenTedCruz'],retweet
sunburnedblonde,['SenTedCruz'],tweet
donnamay111,['grantstern'],tweet
Kurt28819554,['charliekirk11'],retweet
sandyburrell8,[],tweet
adjolek,['elcitizen'],retweet
MNHockeymama,['Thomas1774Paine'],tweet
SOYLAURA316,['hanalfabeto'],retweet
voa_thai,[],tweet
sherey54,['tedcruz'],tweet
lisbeth_kortz,['maibortpetit'],retweet
PradelMont,"['Miriam_Junne', 'FelipeC']",retweet
Aimimia,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
ac_venez,['maibortpetit'],retweet
MDColangelo,['charliekirk11'],retweet
mjpayala,"['federicoalves', 'jguaido', 'FSucre', 'NicolasMaduro', 'RRamirezVE']",tweet
PaulyBowz,['PureMichGirl'],retweet
p12_diff,[],tweet
IAmSaliba,"['johncardillo', 'jetrotter']",tweet
HockeyFanGirl12,['John_Scotus'],retweet
IngArturotorres,['rgomezjunco'],retweet
stevegagne76,['tedcruz'],tweet
Brett_Bailz,['charliekirk11'],retweet
BritintheBronx,['SenTedCruz'],retweet
Buny19,['rgomezjunco'],retweet
Superman_131313,[],tweet
JAHAOCIAM,['charliekirk11'],retweet
Solarrays247,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
Thethizzle1986,['WSJ'],retweet
TigreCeballos,['CPJannyBarrera'],retweet
DebHiers1,"['kerpen', 'realDonaldTrump', 'tedcruz']",tweet
nainikeita,['HOMEBOY187_'],retweet
_DeeMak,['realDonaldTrFan'],retweet
Lake4963,['charliekirk11'],retweet
Mhart66,['rttnpastor'],retweet
VmkellerVanessa,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
TampaHolly,"['LNW4Trump', 'SenTedCruz', 'senatemajldr', 'SenateGOP']",retweet
NancyNamis,[],tweet
algomasqueredes,"['Miriam_Junne', 'FelipeC']",retweet
RDX_2019,['alvaro_delgado'],retweet
kimmwaters4,"['RepMarkGreen', 'SenTedCruz']",tweet
mattsmith9044,['charliekirk11'],retweet
danyboy033,"['Miriam_Junne', 'FelipeC']",retweet
BruceWayneKnows,['MattHennessey'],tweet
JMRS85,['ElyangelicaNews'],retweet
mdeltajad,['elcitizen'],retweet
AlleyDiann,['barmore27'],retweet
Maddy831Annette,['charliekirk11'],retweet
Seely83,[],tweet
ibelievedr,['grantstern'],tweet
prncesslap,['ScottPresler'],tweet
mantelypolvora,['Wio_v'],retweet
quiroz_71,"['Rogelio20176735', 'Veredicto']",retweet
Analisa_Swan,"['funder', 'TedCruz']",retweet
RedWolfNana,['charliekirk11'],retweet
linda55_74,['KiayannaLove'],retweet
sherey54,['tedcruz'],tweet
aragav8r,"['RepMarkMeadows', 'MissyJo79']",tweet
ZaneS15,['charliekirk11'],retweet
buzzman888,"['M4G4G1RL', 'tedcruz']",tweet
lilyV23,['Revolucion3_0'],retweet
ayoquess,['1funnymike'],retweet
DebHiers1,['RepTimBurchett'],retweet
DianeBMorrison,['charliekirk11'],retweet
patriciaawalls,['charliekirk11'],retweet
smarmt,['ElyangelicaNews'],retweet
DonnaLedford8,"['LNW4Trump', 'SenTedCruz', 'senatemajldr', 'SenateGOP']",retweet
imurcaptain,['charliekirk11'],retweet
JTrentkemp1,['thedevman1'],retweet
BereniceCordov1,['AntiTelevisaMx'],retweet
MaesJoycelynn,['SenTedCruz'],retweet
enlagrillacom,[],tweet
Jorgefu51897303,['NachoRgz'],retweet
OGslon,[],tweet
mclatterbu,['charliekirk11'],retweet
bethlevin,['TeaPainUSA'],retweet
HayBossitsme,['charliekirk11'],retweet
fromm_13,['rgomezjunco'],retweet
goat__vibes,['1funnymike'],retweet
magus333,['alpipkin'],retweet
AaronRi32130247,['roywoodjr'],tweet
GarrattJoanie,[],tweet
MariaESmith3,['charliekirk11'],retweet
enlagrillacom,[],tweet
ashwise130818,['thehill'],retweet
markanddebwilk1,"['M4G4G1RL', 'tedcruz']",tweet
alexmexicano13,['AP_Noticias'],retweet
TheFebrileMuse,['mccaffreyr3'],retweet
Gramapple1,"['Frances_davis1', 'tedc']",tweet
JohannaMendiet7,['BastaImpunidad'],retweet
KKHannegan,['DPRK_News'],tweet
RosarioAPea,['El_Universal_Mx'],retweet
thatsqueensnark,"['M4G4G1RL', 'tedcruz']",tweet
Shar_n_Shar,['Italianmike'],retweet
