user screen name,att,RT?
CaraotaDigital,[],tweet
TessMoncayo,['DoliaEstevez'],retweet
ConnieLougee,['tedcruz'],tweet
Marlenermz,['Milenio'],tweet
jackkiechaan,['Martin_cudi'],retweet
lostmann_,"['monerorape', 'Milenio']",tweet
LaTresePrince,[],tweet
2001OnLine,[],tweet
alexaspekts,['HOMEBOY187_'],retweet
Independent,[],tweet
BeeNewsDaily,['WashTimes'],tweet
LA_168_,['HOMEBOY187_'],retweet
Justin_Dickey01,['HOMEBOY187_'],retweet
Captcoral,"['lilibellmia', 'realDonaldTrump']",retweet
latercera,[],tweet
balarezolaw,"['BluRadioCo', 'balarezolaw']",tweet
ealight461,['EdKrassen'],tweet
Dyjace,['eldiariodedross'],retweet
pakovasquez,['rgomezjunco'],retweet
Jram541,['adamcbest'],retweet
Lavndrblu,['TheSharpEdge1'],retweet
Victor69638127,"['monerorape', 'Milenio']",retweet
lccoftheisland,['HuffPost'],tweet
TedAbram1,[],tweet
camerabug73,['Bornabrit1'],retweet
aliriab,"['Fc_Aumaitre_UMK', 'CuomoPrimeTime', 'ChrisCuomo', 'aliriab', 'MariaTCardona', 'ananavarro', 'JeffersonObama', 'alicetweet', 'amigoaguilar', 'MariliCanci']",retweet
KDY79,"['yustedqueopina', 'FelipeCalderon']",retweet
Solerina2,['MollyJongFast'],retweet
anakirn,['in_pubs'],retweet
DRINSOLITO,['liliilvolitacn1'],retweet
IiIaliensoul,['Martin_cudi'],retweet
5555_estrada,['HOMEBOY187_'],retweet
trhiking,['tedcruz'],tweet
Michael43774492,['MollyJongFast'],retweet
GuayoMorales,['_Pacam'],retweet
Ingalan6,['Landslide1973'],retweet
drmojo1975,['C_3C_3'],retweet
BeeNewsDaily,['tedcruz'],tweet
ItsWinchell,[],tweet
FLopezr68,['rgomezjunco'],retweet
DLBDainty,['YouTube'],tweet
TexasDan40,"['SenTedCruz', 'CBSPolitics']",retweet
AlbetoJess,['eleconomista'],tweet
jorge2010z,['fisgonmonero'],retweet
Sandy_cassa,['RagingGayCons'],retweet
wmcook35,['realDailyWire'],retweet
44Pierre44,['PressSec'],tweet
MrVitaminP,"['jordanfish', 'Free_Ross']",retweet
LiLAFROMTEXAS,['HOMEBOY187_'],retweet
luvjadeee,['_pachecoJA'],retweet
singinthelight,['ScottPresler'],tweet
stevlims1,['YouTube'],tweet
coachmichelle16,"['senatemajldr', 'McConnellPress']",tweet
TGombita,"['funder', 'TedCruz']",retweet
aliriab,"['Fc_Aumaitre_UMK', 'CuomoPrimeTime', 'ChrisCuomo', 'aliriab', 'MariaTCardona', 'ananavarro', 'JeffersonObama', 'alicetweet', 'amigoaguilar', 'MariliCanci']",retweet
gabyyanezz,['HOMEBOY187_'],retweet
godislight4u,['charliekirk11'],retweet
jolady42,['SenTedCruz'],retweet
HaveHonor,['PressSec'],retweet
capifuria,"['canibalita85', 'B3ltran84', 'LeonKrauze', 'gar_hanna']",tweet
CryptoNana4MAGA,['charliekirk11'],retweet
dumptrump1234,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
SqueakyBusiness,['HOMEBOY187_'],retweet
michaelleung,[],tweet
mlemiller1151,"['diannemitchell', 'SebGorka', 'SaraCarterDC', 'tedcruz', 'IngrahamAngle']",retweet
hirschA8720,"['Lindalu827', 'mrwalsh__']",retweet
YourMumsHusband,['HOMEBOY187_'],retweet
elgaucho12,['PeroniaRepublic'],retweet
Jenn198523,['LATAMforTRUMP'],retweet
Zeniaabon_,['HOMEBOY187_'],retweet
twobaskets,"['TheDemCoalition', 'DonaldJTrumpJr', 'Funder']",retweet
cujo0072,['charliekirk11'],retweet
luisfer70931331,"['monerorape', 'Milenio']",retweet
49robinRd,['tedcruz'],tweet
benmorama,['fisgonmonero'],retweet
digino69,['johncardillo'],tweet
heykoolaid3,['tedcruz'],tweet
YouOttoKnow,[],tweet
fuckyungkona,"['jordanfish', 'Free_Ross']",retweet
SteelToeTruth,['SafetyPinDaily'],retweet
legalbeaner,['HOMEBOY187_'],retweet
Dannyylopezz,['HOMEBOY187_'],retweet
albc4l,['auroreberge'],tweet
dumptrump1234,"['TheDemCoalition', 'DonaldJTrumpJr', 'Funder']",retweet
TDanevirke,['MailOnline'],tweet
UsaggUsa,['gatewaypundit'],tweet
Kalamity_K,"['therbert03', 'realDonaldTrump']",tweet
ls_cc_askme,['SenTedCruz'],retweet
acosta_white,['Bornabrit1'],retweet
Fer10Torres,"['maloguzmanvero', 'lo']",retweet
Luisgal06176252,"['elpelonchicago', 'FelipeCalderon']",retweet
terresapeterson,['tedcruz'],tweet
zugodie,['LUISAM66046504'],retweet
etlopezjr,['tedcruz'],tweet
paulinetrembla,[],tweet
KimBatson66,"['buzzman888', 'tedcruz']",tweet
Bill_Newell34,['BreitbartNews'],tweet
dalianohely,['1funnymike'],retweet
TOSFALLA3,['SenTedCruz'],tweet
LoreCuzco,"['jhoanreng', 'dcabellor', 'OctubreRojo2012']",retweet
moniiochoaa,['yamisosa__'],retweet
gecas55,['RafaNietoLoaiza'],retweet
terresapeterson,['tedcruz'],tweet
allditchdigger,['RepTimBurchett'],retweet
manuvegasanchez,"['monerorape', 'Milenio']",retweet
ISwelz,"['juane_ue', 'JEP_Colombia']",tweet
luigidelavega,['AntiTelevisaMx'],retweet
EdwardSpiker,"['SenTedCruz', 'BreitbartTexas']",tweet
Ayuma_Analo,['bonifacemwangi'],retweet
jafees1801,['HassNassar'],retweet
aneka_grace,['tonyposnanski'],retweet
liuyingchao,['MailOnline'],tweet
ceciliaam56,['funder'],tweet
KimWelzenbach,['BreitbartNews'],tweet
janicebranam1,"['J_court77', 'EdKrassen']",retweet
texan2you,"['DjLots3', 'Se']",retweet
pnl1959,"['4AmericanKat', 'SenateGOP']",tweet
AdrianaT9735,['DoliaEstevez'],retweet
gconnor1952,['grantstern'],tweet
Sahairah,['EdKrassen'],tweet
OscarFr29122506,"['monerorape', 'Milenio']",retweet
ae_barrios,['HOMEBOY187_'],retweet
LaTresePrince,[],tweet
MarkZHarris,['ChrisCuomo'],retweet
xenzox91,['PaisaTweets_'],retweet
BradshawDad,['EdKrassen'],tweet
PaulaCLO,[],tweet
AnnaAlbo2,['seanhannity'],retweet
di_plora,"['gbroh10', 'senatemajldr', 'SenateGOP', 'S']",tweet
bgpelaire,['MollyJongFast'],tweet
xmalfran,['realDonaldTrFan'],retweet
Prettyboii_lalo,['HOMEBOY187_'],retweet
chris_palmeri2,['HOMEBOY187_'],retweet
drouetgabriel_,['_pachecoJA'],retweet
jeremy_gold1,[],tweet
janicebranam1,['EdKrassen'],tweet
AnnaAlbo2,"['RicardoAlfredo', 'GoofyPM']",retweet
jeremy_gold1,[],tweet
fibarda,"['DjLots3', 'Se']",retweet
fantazmagorico,"['kerpen', 'realDonaldTrump', 'tedcruz']",tweet
padre__miguel,['AntiTelevisaMx'],tweet
jaimeAGarciaLo1,['HassNassar'],retweet
Carlosarroyo_01,['HOMEBOY187_'],retweet
DavidJo43155248,['CovfefeGun'],retweet
calbart1,"['LNW4Trump', 'SenTedCruz', 'SenateGOP', 'POTUS']",retweet
CATHYYYYYYYY1,['_pachecoJA'],retweet
KarenWestworth,['jason_carl_fox'],retweet
DanniRobison,['charliekirk11'],retweet
MBonifsz,"['hdemauleon', 'El_Universal_Mx']",retweet
123eRaww,['WestIndianBae'],retweet
heyk1967,[],tweet
KidKush479,['tedcruz'],retweet
MazurikL,"['PatriotPennsy', 'GovernorWolf', 'POTUS', 'realDonaldTrump', 'ICEgov']",retweet
KolliNour,['afpfr'],retweet
godislight4u,['ScottPresler'],tweet
AlidaDiazBrilla,['ActualidadRT'],retweet
YoSoyAdrian10,"['monerorape', 'Milenio']",retweet
billshoemaker21,['pebbles9010'],retweet
Swampratsout,['tedcruz'],tweet
jaymyselff,['JulianFMartinez'],retweet
lisamcat,"['LNW4Trump', 'SenTedCruz', 'SenateGOP', 'POTUS']",retweet
mariluzam022,['GustOlmos'],retweet
algaut52,"['SenTedCruz', 'BreitbartTexas']",tweet
LindaSl03265905,['Landslide1973'],retweet
BOOMERSOONER__,['SandraTXAS'],tweet
TOSFALLA3,['SenTedCruz'],tweet
g52_pulido,['HOMEBOY187_'],retweet
BearEssentiaIs,['TheSharpEdge1'],retweet
herreraD16,['HOMEBOY187_'],retweet
PWalker39557861,['EdKrassen'],tweet
SHARRONANGEL,['SenTedCruz'],retweet
valtester59,['realDonaldTrFan'],retweet
luisovich1,"['roldanj1264', 'AccionNacional']",retweet
CCNews__,[],tweet
AAguacatera,['JulianFMartinez'],retweet
Pablo_Mejia_q,['HassNassar'],retweet
zviperco,['ExpansionMx'],retweet
terresapeterson,['tedcruz'],tweet
realtyoptimist,['tedcruz'],tweet
lgreyesl,['JulianFMartinez'],retweet
cjcook1900,"['SenTedCruz', 'CBSPolitics']",retweet
smd861,['tedcruz'],tweet
USVeteran2,['SenTedCruz'],retweet
danitafashion,[],tweet
SheckyTrump,['SenTedCruz'],tweet
theTexan65,['TheSharpEdge1'],retweet
realtyoptimist,['tedcruz'],tweet
jeffpsd1,[],tweet
shadesome,"['ChapulinColoRed', '']",retweet
Unibloo,"['monerorape', 'Milenio']",retweet
swiftgivenchy,[],tweet
Jengamboa24,['SenTedCruz'],retweet
poweredbymonkey,['EdKrassen'],tweet
7425Rivaz,"['monerorape', 'Milenio']",retweet
castillo_2018,"['yustedqueopina', 'FelipeCalderon']",retweet
_robato_,"['jordanfish', 'Free_Ross']",retweet
famadolopera,['el_pais'],retweet
Maza563,['tedcruz'],tweet
dcrexportacion,"['yustedqueopina', 'FelipeCalderon']",retweet
BlurryfaceeCC,['CiroGomezL'],retweet
vincent_berms,['SenTedCruz'],retweet
1010WINS,[],tweet
kenluke,['kenluke'],tweet
JobwO5,['bonifacemwangi'],retweet
Sir_NicholasM,['_pachecoJA'],retweet
michelin56,['DoliaEstevez'],retweet
Lausamuj,['rgomezjunco'],retweet
Nancy65342873,"['SenTedCruz', 'CBSPolitics']",retweet
Mvillafuertee,['DeMemoria'],retweet
gasvel20,"['Castroclary', 'mhonividente', 'Cristiano']",retweet
Anthony01262269,[],tweet
toshco,['AntiTelevisaMx'],tweet
fvidallee,['CiroGomezL'],retweet
jrsfubar,['charliekirk11'],retweet
diegodelunamx,['CANAL44TV'],retweet
graceecancun,"['monerorape', 'Milenio']",retweet
mes625,"['Boyd_2650', 'SenTedCruz']",retweet
tarzaannn__,['PaisaTweets_'],retweet
ooohbajesus,['_pachecoJA'],retweet
cronababii,['WestIndianBae'],retweet
OramirezS,"['monerorape', 'Milenio']",retweet
ljraney,['PressSec'],retweet
lisa_giorgi,"['ChapulinColoRed', '']",retweet
tweet_2_defeat,"['johnkay10857347', 'nytimes']",tweet
thejourneyer133,"['buzzman888', 'tedcruz']",tweet
dumptrump1234,['funder'],tweet
Dushko06,"['ImabitcSumtimes', 'SenTedCruz']",retweet
Charles92149,"['fibarda', 'YouTube']",retweet
2Molinari,[],tweet
angelmndz87,"['yustedqueopina', 'FelipeCalderon']",retweet
CarolMi,[],tweet
MAGATrumpster,['Acosta'],tweet
MariferLomel1,['AntonioOrtugno'],retweet
Lausamuj,"['monerorape', 'Milenio']",retweet
lymurp,['Landslide1973'],retweet
CateyeMinty,['MollyJongFast'],retweet
Annette45711193,['charliekirk11'],retweet
JCBJulioCB,[],tweet
MundoClarin,[],tweet
MurphyLillian,['SenTedCruz'],retweet
luigidelavega,['NachoRgz'],retweet
JaimeChino2,['HOMEBOY187_'],retweet
lindscounts,"['WayneDupreeShow', 'tedcruz']",retweet
leedonnaz,['SenTedCruz'],tweet
Iranjarett,['HOMEBOY187_'],retweet
ElGuizardo,['Mercava_IV'],retweet
fehrazul,['ElyangelicaNews'],retweet
_melodram4tic,['neryzord_1909'],retweet
NikkiJohn1976,"['ImabitcSumtimes', 'SenTedCruz']",retweet
xeni,['nicole_hong'],retweet
ponce_HotSizzle,['HOMEBOY187_'],retweet
LovToRideMyTrek,"['SwampysGhost', 'POTUS']",tweet
edgarfonsecacr,[],tweet
DPerez1032,['JulianFMartinez'],retweet
Birbkamp,"['FIFAWorldCup', 'RafaMarquezMX', 'miseleccionmxEN']",tweet
nellymch72,['elcitizen'],retweet
Grandpaw141,['tedcruz'],tweet
arkone,[],tweet
taelurtae,[],tweet
bethocalymayor,['callodehacha'],retweet
Ak_Ngozi,['DeePhunk'],retweet
ChrisitnaG,"['SafetyPinDaily', 'Twistedankle3', 'PressSec']",tweet
TwoBear01324484,['PressSec'],retweet
Th3RealSosa,['HOMEBOY187_'],retweet
SuzieQt154320,"['DjLots3', 'Se']",retweet
Grandpaw141,['tedcruz'],tweet
robertmendoza22,"['RodStryker', 'tedcruz']",tweet
Jengamboa24,"['SenTedCruz', 'Univision']",retweet
Damn_Monkey,"['azucenau', 'lopezobrador_']",retweet
1stSGTJR,['tedcruz'],tweet
floresmp23,['HOMEBOY187_'],retweet
mcfreeman2,"['M4G4G1RL', 'tedcruz']",tweet
luzmabe1959,['RafaNietoLoaiza'],retweet
ethan_koopman,['johncardillo'],tweet
ariendeau,['LastStand2019'],retweet
lextresabogados,[],tweet
Cheridr77,['SenTedCruz'],tweet
deskspud,[],tweet
AnnThacker2,['kjune65'],retweet
babykaats,['TimOBrien'],retweet
vinevibebi,['JulianFMartinez'],retweet
kimusastrong,"['LNW4Trump', 'SenTedCruz', 'SenateGOP', 'POTUS']",retweet
_davidg_81,['EdKrassen'],tweet
LleraLau,"['roldanj1264', 'AccionNacional']",retweet
ColbertBigb,"['TheDemCoalition', 'DonaldJTrumpJr', 'Funder']",retweet
Manuelo32080692,['MollyJongFast'],tweet
bustosroldan,['JulianFMartinez'],retweet
ruleiro,[],tweet
_PerryMason_,[],tweet
laurabjenkins,['SenTedCruz'],retweet
AlbetoJess,['eleconomista'],tweet
HeilemannPeter,['SenTedCruz'],retweet
Marilyn122868,['TroyAle52891286'],tweet
leveldupn00b,['EdKrassen'],tweet
ari03jp03,['GraafiaMM'],retweet
bennnny12,['HOMEBOY187_'],retweet
KatyinIndy,"['4AmericanKat', 'SenateGOP']",tweet
CarolKl87912520,"['TheDemCoalition', 'DonaldJTrumpJr']",tweet
LexAlexander,[],tweet
MBescorcia,['AntiTelevisaMx'],tweet
CravalynnB,"['TheDemCoalition', 'DonaldJTrumpJr', 'Funder']",retweet
seth917,['SenTedCruz'],retweet
WladimirGodoy5,['ActualidadRT'],tweet
theresalrosa,"['SenTedCruz', 'dail']",retweet
barbarakevans,['TimOBrien'],retweet
4ourCountry,['TheSharpEdge1'],retweet
Dcrockett1776,['Thomas1774Paine'],retweet
PedroMMorales5,"['monerorape', 'Milenio']",retweet
graywolf442,[],tweet
graywolf442,[],tweet
graywolf442,[],tweet
riskybusiness,['nicole_hong'],retweet
LEXPRESS,[],tweet
DLasAmericas,[],tweet
matuastoandini1,['hanalfabeto'],retweet
MariaBonanno9,[],tweet
ritabeadle,"['monerorape', 'Milenio']",retweet
slh2813,['TXbonniejean'],retweet
Andre_837,['HOMEBOY187_'],retweet
ExpansionMx,[],tweet
Britpoptarts,['MollyJongFast'],retweet
velezdrodrigo,"['ArnulfoBetancur', 'USEmbassyBogota']",retweet
haas_e,['MollyJongFast'],retweet
KansasQuilting,['tedcruz'],tweet
MissyJoy16,[],tweet
Don91786219,"['wvufanagent99a', 'SenTedCruz']",tweet
SebasRomeroOk,['GustOlmos'],retweet
InspectorNoctur,[],tweet
danspena,['tedcruz'],tweet
salsanchezglam,['monerorape'],retweet
Dcrockett1776,"['Sinnanizfirefey', '100percFED']",retweet
prjedi69,['EdKrassen'],tweet
Sphere1952,['SafetyPinDaily'],retweet
lmirandabermud1,"['LNW4Trump', 'SenTedCruz', 'SenateGOP', 'POTUS']",retweet
Alexia1273,['ElyangelicaNews'],retweet
FrankNatale2,['Bornabrit1'],retweet
jasperdophin_,['HOMEBOY187_'],retweet
_drew97_,['_pachecoJA'],retweet
kathywi81389325,['funder'],tweet
OficialEnLaMira,[],tweet
clock_ing,['SenTedCruz'],retweet
Roadkill98Blk,['HOMEBOY187_'],retweet
write2bheard1,['funder'],tweet
LuisDada3,"['juane_ue', 'JEP_Colombia']",retweet
NigelDWatkins,['HOMEBOY187_'],retweet
FNHILL_BME,[],tweet
xhkgtvnayarit,['XHKG'],tweet
JAKZMEA,"['4AmericanKat', 'SenateGOP']",tweet
momgladewater,"['Hope012015', 'Huf']",tweet
PATO1512,['HCAQUILMES'],retweet
EmilianoMtSn,['almosa75'],retweet
RubenDArvizu,[],tweet
EmaCisneros94,['rgomezjunco'],retweet
kelleyh1961,"['UsherLadyleah', 'tedcruz']",tweet
UPYOURS555,['tedcruz'],retweet
GammysHouse,['EdKrassen'],tweet
youngphenomanon,['HOMEBOY187_'],retweet
diego_condia,['HassNassar'],retweet
Jengamboa24,"['SenTedCruz', 'dail']",retweet
FernandoRendonZ,"['yustedqueopina', 'FelipeCalderon']",retweet
Hoy_Honduras_,[],tweet
cindila2009,['MollyJongFast'],retweet
jorgecastello61,['liliilvolitacn1'],retweet
marcela_burd,"['monerorape', 'Milenio']",retweet
JAKZMEA,"['M4G4G1RL', 'tedcruz']",tweet
mischabi,['Landslide1973'],retweet
KToms789,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
romanayllon1,['tedcruz'],tweet
roldanj1264,[],tweet
bonkeyone,['YankeeTrading'],tweet
willydog53,['HCAQUILMES'],retweet
superchuleta,['ElyangelicaNews'],retweet
ls_cc_askme,['SenTedCruz'],retweet
vanbeek__3,['thehill'],retweet
rubbishPRC,['tedcruz'],tweet
Jengamboa24,['thehill'],retweet
jannanstacy,['Bornabrit1'],retweet
luludegrosella,['liliilvolitacn1'],retweet
EmilianoMtSn,['Julioac13'],retweet
TheBoyCezz,['HOMEBOY187_'],retweet
pastoverde,"['monerorape', 'Milenio']",retweet
mcfreeman2,['tedcruz'],tweet
KristinSkubinna,"['SenTedCruz', 'BreitbartTexas']",tweet
Jengamboa24,"['SenTedCruz', 'CBSPolitics']",retweet
periodicovzlano,[],tweet
Jvaaj5,"['WayneDupreeShow', 'tedcruz']",retweet
4AllSoulKind,['TheSharpEdge1'],retweet
hayproudofu,['SenTedCruz'],retweet
rosajo16,['ElyangelicaNews'],retweet
fantazmagorico,['RepTimBurchett'],retweet
Jesuschavezzzz,['trillchepee'],retweet
RickAndKim30yrs,['realDailyWire'],retweet
jose_strike2,['israelzipper'],retweet
DeborahDiltz,"['Ceeshell59', 'SenSchumer']",tweet
BobPriceBBTX,"['SenTedCruz', 'BreitbartTexas']",tweet
fantazmagorico,['DrMarkGreen4TN'],retweet
NewCriticalMess,['SenTedCruz'],retweet
Arpachshad2,['Newsmax'],tweet
LeahDav90046596,['Catheri17371327'],retweet
FNHILL_BME,"['KatLee1967', 'tedcruz']",tweet
CamiP934,"['CamiP934', 'POTUS', 'realDonaldTrump']",retweet
AnthonyMixerWA,['SenTedCruz'],retweet
_hoodiebrian,[],tweet
RickAndKim30yrs,['tedcruz'],tweet
fantazmagorico,"['RepMarkGreen', 'SenTedCruz']",tweet
MarbellaCampo15,['ElyangelicaNews'],retweet
PorLaJusticia6,"['TifaniRoberts', 'UniNotici']",tweet
ElkinsFrank,['SenTedCruz'],retweet
BillKraft,"['jordanfish', 'Free_Ross']",retweet
ClandestineRos1,['TheSharpEdge1'],retweet
reicarrillo,['elcitizen'],retweet
justin_rocha23,['HOMEBOY187_'],retweet
mcgj6,['grantstern'],tweet
willmay,['grantstern'],tweet
Areyousaddrumft,['EdKrassen'],tweet
BellaMorgana3,['in_pubs'],retweet
USGovReport,[],tweet
Yare49,['nacholozano'],retweet
CBSmith58,"['Alby_Tross', 'realDonaldTrump']",tweet
cris021098,"['monerorape', 'Milenio']",retweet
leoharshvardhan,['Independent'],retweet
Ni35455383Bruce,['tedcruz'],tweet
Jovel_Alvarez,['Stevelfisher'],tweet
JuniorOnyewu,['Complex'],retweet
EdPattara,['tedcruz'],tweet
AdrianaT9735,['adelanavarro'],retweet
keegan_hamilton,['ioangrillo'],retweet
TottenBill,['EdKrassen'],tweet
erickramos001,['monerorape'],retweet
elpelonchicago,[],tweet
WZRichard,['MollyJongFast'],retweet
DavidjStrand1,['PressSec'],retweet
Oaxaca_Digital,[],tweet
PatriotismCosts,[],tweet
crobaby101,"['wgbradbury', 'tedcruz']",tweet
TenevaNina,['HoustonChron'],tweet
1deepsyd,['_pachecoJA'],retweet
Escaramujodio,['ActualidadRT'],retweet
LeahDav90046596,"['WitmerCarl', 'EatonRose1']",retweet
Bell_Chapo,['whoDAfuckisTIKI'],retweet
LeahDav90046596,['EatonRose1'],retweet
enaid_yretciva,['HoustonChron'],tweet
AdrianaT9735,['adelanavarro'],retweet
miss_viva_vegas,"['SwampysGhost', 'POTUS']",tweet
EvilDave_NXT,['bjcreigh'],retweet
chirpsahoy,['SaraCarterDC'],tweet
Marine09914821,['rgomezjunco'],retweet
FranklinMan25,"['kerpen', 'realDonaldTrump', 'tedcruz']",tweet
hdiazosorio,['cocando'],retweet
beto5_7,['El_Maserati'],tweet
MrShuttles34,['_pachecoJA'],retweet
sxmi10,['galindo_0'],retweet
skinnyfort,['HOMEBOY187_'],retweet
javiercb25,['GustavoZubia'],tweet
TitanSuperman47,['SenTedCruz'],retweet
StellaJusto,['HCAQUILMES'],retweet
pam53,['SenTedCruz'],retweet
AProcer10,['MashiRafael'],tweet
Janice3legal610,['funder'],tweet
HulseyStacie,['PressSec'],retweet
nerimariscal,['gilbertoperez'],retweet
FranklinMan25,['RepTimBurchett'],retweet
Feedex_,[],tweet
Jess42392725,"['Miriam_Junne', 'FelipeC']",retweet
Carla_Thinks,"['JJFurb', 'dbongino']",tweet
Feedex_,[],tweet
DayraRamires,['DeMemoria'],retweet
steele_crazy,['johncardillo'],tweet
acadianbelle,['BroSteveWinter'],tweet
KennyBachman2,['MollyJongFast'],retweet
angeezy00,['HOMEBOY187_'],retweet
pimike73,"['SenTedCruz', 'CBSPolitics']",retweet
ivanrituales,"['monerorape', 'Milenio']",retweet
FranklinMan25,['DrMarkGreen4TN'],retweet
kreiglloyd,['seanhannity'],tweet
paaldevibe,['thehill'],retweet
GrinchyPJ,['nw_nicholas'],retweet
AmerHoy,[],tweet
COMBATWARRIOR5,['TXbonniejean'],retweet
Raddison03,['HOMEBOY187_'],retweet
njtxid,['EdKrassen'],tweet
Ringsby,[],tweet
MaurerPatty,['LionelMedia'],retweet
BarbaraJensen1,['tedcruz'],tweet
Marine09914821,['taller2006'],retweet
GloriaaLaguna,[],tweet
VersionFinal,[],tweet
mmhsweeps,['SenTedCruz'],retweet
bitoitois,"['AristeguiOnline', 'Bernar2B']",retweet
iris_michelle1,['HOMEBOY187_'],retweet
ramonstuntin,[],tweet
Erickisback1,['liliilvolitacn1'],retweet
FranklinMan25,"['RepMarkGreen', 'SenTedCruz']",tweet
jeffreycelis_,['HOMEBOY187_'],retweet
mcgj6,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
gade69,"['diannemitchell', 'SebGorka', 'SaraCarterDC', 'tedcruz', 'IngrahamAngle']",retweet
CornishPixie4,[],tweet
ENTORNOi,[],tweet
MiDeala,[],tweet
Yai_adhuong,['bonifacemwangi'],retweet
TruthEqsJustice,['SenTedCruz'],retweet
bigk20171,['johncardillo'],tweet
HeidiSicka,['EdKrassen'],tweet
TimmyLynch13,['PressSec'],tweet
victoria_m49,['PaisaTweets_'],retweet
FiggRon,['HeavyMetalRulz'],retweet
williegmark,['johncardillo'],tweet
finch_jill,['PressSec'],retweet
jamaicawright10,['adamcbest'],retweet
jakkjaml,['tedcruz'],tweet
FranklinMan25,['SenTedCruz'],retweet
JanPinamonti,['EdKrassen'],tweet
ericarios73,"['SenTedCruz', 'BreitbartTexas']",tweet
javiercb25,['GustavoZubia'],retweet
aguila10x,"['Cruzamaranta', 'axtzco63']",tweet
Richardknogen,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
texan2you,"['Sinnanizfirefey', '100percFED']",retweet
Debrah38249436,['SenTedCruz'],retweet
OFMR2,['SophyCh_E'],retweet
DavidWi444,"['ImabitcSumtimes', 'SenTedCruz']",retweet
JuanJuankk52020,['HassNassar'],retweet
SofiaLoera1,['eldiariodedross'],retweet
SO_Blessedd,"['RicardoLatino91', 'AP']",retweet
chesanger,['rgomezjunco'],retweet
Chichita45Olga,['ralanizok'],retweet
Grecomero,"['ActualidadRT', 'magdacoss']",retweet
terresapeterson,['DGPurser'],retweet
ae_barrios,['daniela_florezz'],retweet
gradie98,['CNNPolitics'],tweet
thewatchfulmom,"['ImabitcSumtimes', 'SenTedCruz']",retweet
LTGQAnonFan,['charliekirk11'],retweet
HerveGOTZila,['AFPusa'],retweet
contextodgo,[],tweet
soniaerasmus,['SenTedCruz'],retweet
FranklinMan25,['SenTedCruz'],retweet
rockinrobyn59,"['RubyRockstar333', 'Jillibean557', 'tedcruz', 'ASimplePatriot', 'speakrofhouse', 'Danny4denise', 'TrumpOrBust2020', 'RuthieRedSox']",tweet
4rizzel,['bjcreigh'],retweet
kessentai556,['ComfortablySmug'],retweet
Galarzamex1,['AntiTelevisaMx'],tweet
_neezmon3y,['_pachecoJA'],retweet
VELASCOGICELA,['AristeguiOnline'],retweet
C_Hillhouse5,['HOMEBOY187_'],retweet
Cyranose,['PantherEyez7'],retweet
Cozy1614,['charliekirk11'],retweet
RDX_2019,['AntiTelevisaMx'],retweet
crserviceco,"['lilibellmia', 'realDonaldTrump']",retweet
Charles36276724,['RagingGayCons'],retweet
oliversalasl,['nncattan'],retweet
TheRightMelissa,['SenTedCruz'],retweet
EstebannVegaS,['eldiariodedross'],retweet
mattsebastian,[],tweet
KuIraj,['HOMEBOY187_'],retweet
ArleibyJimenez,['CARLOSFMEJIA'],tweet
John_the_L,['laloalcaraz'],retweet
Debrah38249436,['SenTedCruz'],retweet
plt10195,['Bornabrit1'],retweet
harrison201274,"['monerorape', 'Milenio']",retweet
AnnieOhAnnieOh,['grantstern'],tweet
omar6omz,"['RuidoEnLaRed', 'lopezobrador_']",retweet
MurphyLillian,"['RodStryker', 'tedcruz']",tweet
iArielP,['eldiariodedross'],retweet
LeahDav90046596,['EatonRose1'],retweet
jeanniedowd,"['TheDemCoalition', 'DonaldJTrumpJr']",tweet
elmer_a_chile,['MollyJongFast'],retweet
greid91846,['tedcruz'],retweet
fantazmagorico,"['jacee31322420', 'thehill']",retweet
diannemitchell,"['diannemitchell', 'realDonaldTrump', 'DonaldJTrumpJr', 'EricTrump', 'TomFitton', 'JaySekulow']",retweet
vagabundonoog,['g1'],retweet
ekwoodyy,['HOMEBOY187_'],retweet
trustdtravelr,[],tweet
Isidroo90,['rgomezjunco'],retweet
RasmusHyltegard,['TimOBrien'],retweet
CuberoLuis,['CNNEE'],retweet
sportsmediaLM,[],tweet
teachrightblog,['tedcruz'],tweet
Randy_Marshall,[],tweet
ForensicPsyMD,['NYTimes'],tweet
roberto_cojones,"['jeff_wire', 'TheRozee', 'gailcara_gail', 'GrismoreLori', 'mshew', 'Jim_Jordan']",tweet
blueface_abey,['HOMEBOY187_'],retweet
libretotalk,['funder'],tweet
tarafdavis,[],tweet
TheRightMelissa,['SenTedCruz'],retweet
LatinoLeftist,['WestIndianBae'],tweet
RightYourWrong,['nw_nicholas'],retweet
xUnaCajax,['nncattan'],retweet
9876mede,"['monerorape', 'Milenio']",retweet
hectormtzb1,['DoliaEstevez'],retweet
linepoo55,['EdKrassen'],tweet
eliseolopez100,['rgomezjunco'],retweet
beard_abeard,"['ImabitcSumtimes', 'SenTedCruz']",retweet
WantBigHammer,"['WantBigHammer', 'tedcr']",tweet
vidokti,[],tweet
ivan8848,['nw_nicholas'],retweet
MyAlliesNews,[],tweet
CrissyChapmanSB,"['TheDemCoalition', 'DonaldJTrumpJr']",tweet
